Mesto;Latitude;Longitude;Opis;Tip;Tip_ID
Mar Menor Cartagena;37.62472;-0.74306;Kamp La Manga, CC 1.1-30.6+1.9-31.12, lepo urejen, slanovodna laguna, <a href=http://www.caravaning.es target=_blank>more info...</a>;KAMP;KAMP
Murcia;37.58383;-1.06850;FKK Camping Naturista El Portus, <a href=http://www.elportus.com target=_blank>more info...</a>;KAMP;KAMP-FKK
Puerto de Mazarron;37.56190;-1.25890;Factoria Romana de Salazones y Museo Arqueologico, rimska tovarna za soljenje rib in arheoloski muzej, <a href=http://www.mazarron.es/es/cultura/espacios-culturales-de-mazarron/factoria-romana-de-salazones target=_blank>more info...</a>;Z;Zanimivo
San Javier;37.80392;-0.81589;PZA Camper park La Ribera, 9E/noc, 2E/elektrika, <a href=http://www.campercontact.com/en/spain/murcia-30/san-javier/62970/camper-park-la-ribera target=_blank>more info</a>;PZA;PZA
Naval Port of Karlskrona;56.16667;15.58333;Naval Port of Karlskrona, UNESCO Kulturna dediscina;Z;Unesco
Alvdalen;61.26041;14.01978;PZA ob reki, lagerplatz , prostor namenjen kampiranju, le brez vode in s stranisci na strbunk;PZA;PZA
Falun;60.60472;15.63083;Mining Area of the Great Copper Mountain in Falun, UNESCO Kulturna dediscina;Z;Unesco
Nusnas;60.96447;14.63097;P Nusnas, ob jezeru Siljan;P;Parking
Rattvik;60.87717;15.11059;P na robu mesta tik ob jezeru, zelo lepo in mirno, spanje;P;Parking
Axmar Bruk;61.04877;17.15805;P+PZA Axmar Bruk ob Baltskem morju;PZA;PZA
Kuggoren;61.69993;17.51744;P Kuggoren, pred lepo ohranjeno ribisko vasico pri Hudiksvallu, mirno, spanje;P-Z;Parking
Visby;57.64167;18.29583;Hanseatic Town of Visby, UNESCO Kulturna dediscina;Z;Unesco
Falkenberg;56.85829;12.55008;P, ob obali, pescene plaze, spanje;P;Parking
Frillesas;57.34242;12.13058;P, na travniku, WC, brezplacno, spanje;P-WC;PZA
Glommen;56.93111;12.35115;P Glommen spanje;P;Parking
Grimeton;57.11278;12.40529;P muzej za prvo indukcijsko radio postajo Grimeton, poslano prvo brezzicno sporocilo med Svedsko in ZDA, zanimivo;P-Z;Parking
Tjoloholms;57.39921;12.10050;P Tjoloholms Slott 100 Sek/24ur;P;Parking
Tvaaker;57.06419;12.35241;spanje voda odtok;P;Parking
Ullared;57.13667;12.71466;P ogromen soping center Ullared, poceni, vecinoma kitajska oblacila, poceni hrana;P-Z;Parking
Varberg;57.10000;12.38333;Varberg Radio Station, UNESCO Kulturna dediscina;Z;Unesco
Varberg;57.10434;12.24148;P trdnjava in dezelni muzej v Varbergu, pon-pet 10-16h, vikend 12-16h, jul-avg 10-18h, 50SEK;P;Parking
Are;63.35194;13.18556;Kamp Saa, Are, od junija do avgusta;KAMP;KAMP
Are;63.39050;13.15029;smucisce Are, drage vozovnice;Z;Zanimivo
Duved;63.39163;12.93244;Kamp Campingen Campduved, Duved;KAMP;KAMP
Ostersund;63.15955;14.67310;Kamp Ostersund;KAMP;KAMP
Ostersund;63.18803;14.63992;P Ostersund, muzeja Jamtli history Land, farme, mestne hise, bencinske crpalke, razni stanti, otroske zeleznice, kovacije,;P;Parking
Stromsund;63.85058;15.55408;P Stromsund, muzej na prostem brezplacno, bajte iz 18.stol, muzej svedskega filma in vlecnih sani, gradnje vetrne elektrarne;P;Parking
Sveg;62.02133;14.46436;P Sveg, poleg golf igrisc, spanje;P;Parking
Granna;57.99677;14.44229;P ob cesti na urejenem pocivaliscu in skrbno urejeni travi nad Granna, brezplacen park za piknike;P;Parking
Granna;58.02783;14.45822;kamp Grannastrandens, jezero Vattern;KAMP;KAMP
Granna;58.05278;14.50833;P rusevine gradu Brahehus, lep pogled na jezero Vattern, ob cesti;P;Parking
Granna;58.09722;14.53194;Kamp Getingsgaryds camping, jezero Vattern, majhen, zelo lepo urejen;KAMP;KAMP
Jonkoping;57.76414;14.16473;Plinarna, Jonkoping, polnjenje jeklenk;PLIN;Plin
Jonkoping;57.78120;14.19250;P, 1.5 km do centra za 2 AD, placljiv 9-18h, 2.86 E za 3 ure, spanje, v blizini zeleznica in cesta;P;Parking
Jonkoping;57.78722;14.21806;Kamp Bjorkhagen, Jonkoping, Wi-Fi;KAMP;KAMP
Jonkoping;57.79308;14.26048;P na obali jezera, brezplacno, spanje, lepo, ravno, asfalt ali trava;P;Parking
Varnamo;57.25361;14.08389;P v blizini Varnama, zelo urejeno igrala, WC, voda, otroska igrala, spanje;P;Parking
Varnamo;57.19062;14.04586;Kamp Varnamo Camping, 295 SEK;KAMP;KAMP
Varnamo;57.26284;13.82816;High Chaparral, tematski park na temo divjega zahoda, predstave v zivo, vstopnina 22E, <a href=http://www.highchaparral.se target=_blank>more info...</a>;Z;Zanimivo
Vattern;57.78655;14.28306;P pred muzejem Husqvarna v istoimenskem mestu, na spodnjem delu jezera Vattern, za tehnike vredno ogleda;P;Parking
Askestock;57.59718;16.60628;P na vzhodni obali ob morju, J od Vastervik, SZ od Oland;P;Parking
Fagelmara;56.20912;15.99972;FKK Naturist Camping Aplanabben, 21E/AD, <a href=http://www.campercontact.com/en/sweden/blekinge/fagelmara/79446/naturist-camping-aplanabben target=_blank>more info</a>;KAMP;KAMP-FKK
Kalmar;56.64963;16.32701;Kamp Stenso, Kalmar;KAMP;KAMP
Kalmar;56.65892;16.35329;P grad Kalmar, J od mostu na Oland, 85SEK;P;Parking
Lottorp;57.17408;17.03755;kamp Sandbybadets, vrh otok Oland;KAMP;KAMP
Oland;56.19844;16.39892;P rt Olands sodra udde, najvecji svetilnik 32m na S Lange Jan, skrajni jug otoka, naravni rezervat, ptice, spanje;P;Parking
Oland;56.32500;16.48333;Agricultural Landscape of Southern Oland, UNESCO Kulturna dediscina;Z;Unesco
Vimmerby;57.67629;15.84531;P Astrid Lindgren Varld, pravljicni park, Vimmerby, 10-17h, 295SEK, spanje za 130SEK na P;P;Parking
Almhult;56.55219;14.13373;IKEA, muzej, prva trgovina;Z;Zanimivo
Lagan;56.91835;13.96996;spanje;P;Parking
Bredsel;65.85211;20.39760;P Storforsen slap, 82-metrska skupna visina padca, naravni rezervat;P-Z;Parking
Gammelstad;65.64800;22.02942;P Gammelstad, edino se ohranjena cerkveno mesto na Svedskem s cerkvijo iz 14.stol, okoli nje pa 500 majhnih lesenih hisk , Church Village of Gammelstad, Lulea, UNESCO Kulturna dediscina;Z;Unesco
Javre;65.14526;21.50287;PZA Javre pri svetilniku, ob cesti, J od Pitea, oskrba AD;PZA;PZA
Jukkasjarvi;67.85085;20.59537;IceHotel, v zimskem casu tukaj naredijo hotel iz ledu.;Z;Zanimivo
Kebnekaise;67.88349;18.54953;Kebnekaise, 2106m, najvisji vrh Svedske;Z;Zanimivo
Kiruna;67.86063;20.24087;Kamp Ripan, PZA;PZA;PZA
Laponian Area;67.33333;17.58333;Laponian Area, UNESCO Kulturna in naravna dediscina;Z;Unesco
Lulea;65.55926;22.14323;P ob morju, J od Lulea, spanje;P;Parking
Lulea;65.58015;22.16001;PZA Lulea, v marini, cisto, tus, WC, savne, pralnica, 250 svedskih kron.;PZA;PZA
Lulea;65.59611;22.07125;kamp First Camp Lulea, velik, drago;KAMP;KAMP
Muonio;67.93982;23.66336;Mejni most med Finsko in Svedsko;Z;Zanimivo
Suecia;66.55326;22.75976;P polarni krog;P;Parking
Svappavaara;67.65300;21.01698;P, spanje;P;Parking
Nora;59.53450;15.03966;FKK kamp Gustavsbergs Naturistcamping, 23E/AD, ob jezeru, <a href=http://www.campercontact.com/en/sweden/orebro/nora/55228/gustavsbergs-naturistcamping target=_blank>more info</a>;KAMP;KAMP-FKK
Boxholm;58.12630;15.10533;P na jasi ob jezercu posutem z lokvanji, dostop po krajsem kolovozu, mirno spanje;P;Parking
Kolmarden;58.66825;16.46775;P ZOO Kolmarden, veliko reklame za malo muzike, SV od Norrkoping;P;Parking
Linkoping;58.40439;15.62455;Per, Anna, Linkoping;Z;Zanimivo
Soderkoping;58.47769;16.32550;P Soderkoping, PZA poleg gimnazije tik ob Gota kanalu, lepo mestece polno turistov, ki potujejo z ladjami po kanalih;P;Parking
Bastad;56.43429;12.82865;P Bastad, parkomat, 50 SEK za noc, spanje;P;Parking
Brosarp;55.72661;14.09606;P Brosarp, V-WC, spanje;P-WC;PZA
Helsingborg;56.08584;12.66435;P Sofiera, poletna rezidenca svedske kraljeve druzine, nad Helsingborgom;P;Parking
Helsingborg;56.19527;12.85534;PZA ob AC, 20 km S od Helsingborg;PZA;PZA
Hollviken;55.42765;12.95306;P Hollviken, J od Malmo, muzej vikinska vas Foteviken, kjer zivijo vsakdanje vikinsko zivljenje, zanimivo, nic posebnega;P-Z;Parking
Kaseberga;55.38247;14.05473;Ale s Stones Ales stenar, megalitski spomenik ki ga tvori 59 velikih skal, do 1,8 ton vsaka, razporejene so v obili ladje, tu naj bi bil grob kralja Ale, Stonehenge v malem;Z;Zanimivo
Malmo;55.57664;12.91368;P Malmo, ob morju, spanje;P;Parking
Malmo;55.58300;13.02194;P Malmo, ob glavni cesti cca 20 minut hoje od centra, parkiranje je bocno, neomejeno, brezplacno;P;Parking
Malmo;55.61334;12.97604;Turning Torso, najvisji neboticnik na Svedskem, 190m, zasukan okoli svoje osi za 90;Z;Zanimivo
Skanes Fagerhult;56.36118;13.47396;BS SZ od Helsingborg, trgovina v modelu letala,;P;Parking
Trelleborg;55.37534;13.12004;PZA;PZA;PZA
Trelleborg;55.37629;13.14454;P Trelleborg, rekonstrukcija vikinskega obzidja, zanimiva zgradba in zgodba, vredno ogleda!;P-Z;Parking
Eskilstuna;59.35070;16.50890;kamp Vilsta, J Eskilstuna, Z od Stockholma;KAMP;KAMP
Varnamo;58.72505;16.42818;P pocivalisce Stavsso pri jezeru, med Norrkoping in Nykoping, spanje;P;Parking
Adelso;59.33514;17.54264;Birka and Hovgarden, UNESCO Kulturna dediscina;Z;Unesco
Bjorko;59.82731;19.03647;FKK Skeppsmyra Naturistcamping, 20E/AD, ob morskem zalivu, <a href=http://www.campercontact.com/en/sweden/stockholm/bjorko/55825/skeppsmyra-naturistcamping target=_blank>more info</a>;KAMP;KAMP-FKK
Bredang;59.29546;17.92297;Kamp Bredang, 700m do podzemne zeleznice, 20 min v centru Stockholma, 30E avtodom, dve osebi, elektrika gratis ACSI;KAMP;KAMP
Drottningholm;59.32306;17.88333;Royal Domain of Drottningholm, UNESCO Kulturna dediscina;Z;Unesco
Farsta;59.22527;18.09382;Agesta naturistbad, FKK plaza, <a href=http://www.scandinavianaturist.org/EOS target=_blank>more info...</a>;Z;KAMP-FKK
Huddinge;59.23060;17.88838;Kamp Swecamp Flottsbro, JZ od Stockholma;KAMP;KAMP
Mariefred;59.25796;17.22137;Grad Gripsholms cez marino in ozkotirna parna zeleznica, zraven je manjsi PZA;Z;Zanimivo
Pershagen;59.15874;17.65937;P Glashyttans Vardshus, ob vodi, spanje ~30 km JV od Stockholma;P;Parking
Skogskyrkogarden;59.27556;18.09944;Skogskyrkogarden, UNESCO Kulturna dediscina;Z;Unesco
Stockholm;59.29357;18.08357;Stockholm Globe Arena, SkyView, 130m visoko dvigalo, dve kupoli, izreden pogled na Stockholm;Z;Zanimivo
Stockholm;59.30671;18.05832;P, ob morju, spanje, brezplacno, cca 3km od centra, kolesarska;P;Parking
Stockholm;59.30709;17.96086;Klubbensborg Camping, <a href=http://www.campercontact.com/en/sweden/stockholm/hagersten/29595/klubbensborg-camping target=_blank>more info</a>;KAMP;KAMP
Stockholm;59.32058;18.03184;PZA Langholmens Husbilscamping, malo iz centra pod mostom, sanitarna postaja, <a href=http://www.campercontact.com/en/sweden/stockholm/stockholm/8353/langholmens-husbilscamping target=_blank>more info</a>;PZA;PZA
Stockholm;59.32410;18.09859;Vhod v zabaviscni park Grona Lund, park Skansen, Stockholm, Djurgarden;Z;Zanimivo
Stockholm;59.32496;18.09514;P Stockholm pred akvarijemi, Z ob parku Skansen;P;Parking
Stockholm;59.32909;18.09259;P Stockholm Djurgarden, pred Nordiska muzejem, obracalisce BUS;P;Parking
Stockholm;59.33151;18.09035;P Stockholm na ulici ob cesti, S nad Vasa muzejem, mozno spanje kljub dokaj prometni ulici;P;Parking
Stockholm;59.33222;17.99806;P Stockholm na ulici ob cesti, Z od mesta;P;Parking
Stockholm;59.33730;17.90112;kamp Angby Camping, Bromma, 315 SEK;KAMP;KAMP
Stockholm;59.34763;18.11569;trajekt Stockholm-Turku, vozi celo noc;Z;Zanimivo
Skokloster;59.70308;17.62133;Grad Skokloster;Z;Zanimivo
Stockholm;59.63982;17.93883;Jumbo hostel, ob cesti, hotel v avionu;Z;Zanimivo
Tierp;60.45667;17.39086;P, ob jezeru, kopalisce,super;P;Parking
Uppsala;59.78825;17.65178;Kamp Sunnersta, J od Uppsala, v blizini adrenalinski park in kopalisce, malo prostora, S od Stockholma;KAMP;KAMP
Uppsala;59.79390;17.77593;P pocivalisce ob AC, 10km JV od Uppsala, spanje;P;Parking
Kristienhamn;59.31389;14.14694;kamp Kvarndammens Kristienhamn;KAMP;KAMP
Torsby;60.20062;13.02159;spanje;P;Parking
Lovanger;64.32408;21.18696;spanje;P;Parking
Savar;63.89189;20.53072;spanje odmaknjeno od ceste, voda, odtok;P-V-I;PZA
Staromans;65.09611;17.11603;P Staromans, pred obcino, spanje;P;Parking
Tarnaby;65.71465;15.29729;smucisce Tarnaby, nic posebnega, stare vlecnice, urejene proge, malo ljudi;Z;Zanimivo
Tarnaby;65.71972;15.33350;kamp Tarnaby;KAMP;KAMP
Umea;63.84297;20.33992;kamp First Camp Umea, velik, drazje, 5*, mini golf, izposoja koles;KAMP;KAMP
Docksta;63.05239;18.32690;P ob morju;P;Parking
Docksta;63.07211;18.35876;Plezalisce ViaFerrata, <a href=http://www.viaferrata.se target=_blank>more info...</a>;Z;Zanimivo
Hogakusten;62.79897;17.86906;kamp Snibbens, Ramvik, poceni ob jezeru, Hogakusten, S od Harnosand;KAMP;KAMP
Kvissleby;62.31986;17.37061;P ob morju;P;Parking
Lycksele;64.58460;18.66525;ZOO Lycksele;Z;Zanimivo
Naske;63.15246;18.51341;P Naske, zaliv ob vzhodni svedski obali, J od Bjasta mozno spanje, dovoljeno P samo za lastnike plovil;P;Parking
Naske;63.91119;19.08750;The Elk House, farma losov, sirarna, vstopnina 127 SEK;Z;Zanimivo
Njurunda;62.16795;17.35626;spanje hrupno;P;Parking
Sundsvall;62.39269;17.30265;P, od 9-00 do16-00 10sek/uro, blizu centra, spanje;P;Parking
Sundsvall;62.44462;17.33406;IKEA Birsta Sundsvall;Z;Zanimivo
Engelsberg;59.96667;16.00833;Engelsberg Ironworks, UNESCO Kulturna dediscina;Z;Unesco
Fagersta;59.97517;15.78631;P Eskiln Fagersta, ob jezeru, blizu je tudi kamp, V-WC;P;Parking
Alingsas;57.86812;12.56160;Kamp Lygnareds, SV od Goteborg, <a href=http://www.lygnaredscamping.com target=_blank>more info...</a>;KAMP;KAMP
Alingsas;57.93370;12.54120;P Alingsas, brez oskrbe, zastonj, 800 m od centra mesteca, ~50km SV od Goteborga;P;Parking
Blomsholm;58.97391;11.24501;P Blomsholm, kamenje razporejeno v obliki ladje, grobisca iz daljne zgodovine;P;Parking
Edsvik;58.71177;11.23533;kamp Edsviksbadets, Edsviks, ob obali pod Norvesko mejo;KAMP;KAMP
Goteborg;57.70144;11.94332;trajekt Goteborg - Frederikshavn;Z;Zanimivo
Goteborg;57.70417;12.03000;kamp Lisebergbyn Karralund, Goteborg, Z del mesta;KAMP;KAMP
Goteborg;57.69205;11.99338;Liseberg tematski park, <a href=http://www.liseberg.se target=_blank>more info...</a>;Z;Zanimivo
Goteborg;57.70121;11.96491;P;P;Parking
Goteborg;57.70898;11.96067;Maritiman, najvecji ladijski muzej na svetu, <a href=http://www.maritiman.se target=_blank>more info...</a>;Z;Zanimivo
Henan;58.23862;11.67849;P Wc Voda Free;P-V-WC;PZA
Henan;58.26233;11.68032;P ob cesti JZ od Uddevalla, otok Orust nad Goteborg lepi razgledi na otocke;P;Parking
Hunnebostrand;58.43611;11.29111;P, poleg PZA-ja, ponoci brezplacno;P;Parking
Hunnebostrand;58.43739;11.28817;P v marini, spanje, brezplacno;P;Parking
Marstrand;57.88945;11.66639;P ob cesti na obali Marstrand, placljivo, lepi otocki, spanje;P;Parking
Smogen;58.35361;11.22778;Ribja trznica v Smogenu;Z;Zanimivo
Smogen;58.35415;11.21624;P Smogen, Z od Uddevalla, otocje a la Lofoti;P;Parking
Smogen;58.36603;11.24545;P Smogen, Z od Uddevalla, otocje a la Lofoti, lepa arhitektura;P;Parking
Sote kanal;58.40020;11.24867;P ob Sote kanalu v naravnem rezervatu nad Smogen;P;Parking
Stromstad;58.93537;11.16994;Pristanisce Stromstad, od tu vozijo ladje za morski nacionalni park Kosterhavets;P;Parking
Tanum;58.70028;11.34095;P Vitlycke muzej na prostem, fantasticne porisane skale, J od Tanum, Rock Carvings in Tanum, UNESCO Kulturna dediscina;P;Unesco
Tanum;58.72055;11.35230;BS Tegneby, med N-S mejo in Uddevalla;P;Parking
Tanum;58.80416;11.24064;P izven glavne poti, mir, v gozdu, spanje, S od Tanum;P;Parking
Tanum†;58.50833;11.36917;Zanimiva skalna formacijo, podobna kot Ayers Rock v Avstraliji, ob cesti;Z;Zanimivo
Vanersborg;58.37749;12.31658;PZA Vanersborg, 150 SEK, v marini ob najvecjem jezeru na Svedskem;PZA;PZA
Zurich;47.31611;7.89472;Kamp Wiggerspitz, <a href=http://www.camping-aarburg.ch target=_blank>more info...</a>;KAMP;KAMP
Bodensko jezero;47.66219;9.17901;Park Konstanz;Z;Zanimivo
Bodensko jezero;47.66336;9.17548;Cerkev Konstanz;Z;Zanimivo
Gailingen;47.69050;8.75682;PZA, 15E, <a href=http://www.campercontact.com/en/germany/baden-wurttemberg/gailingen-am-hochrhein/6635/rheinstrandbad target=_blank>more info</a>;PZA;PZA
Zurich;47.49944;7.60278;Kamp Waldhort, <a href=http://www.camping-waldhort.ch target=_blank>more info...</a>;KAMP;KAMP
Basel;47.54978;7.58271;P pred ZOO Basel, odprto vse leto 8-17-30h, poleti do 18-30h, 18CHF;P;Parking
Adelboden;46.49362;7.56111;Hotel in SPA center Cambrian, bazen z neverjetnim pogledom na Alpe;Z;Zanimivo
Affoltern im Emmental;47.06393;7.73088;P pred sirarno ementalca, prikaz izdelave sira, stara kmecka hisa, stara pekarna, vstop prost od 9-18-30h, pon zaprto;P;Parking
Beatenberg;46.70408;7.81482;P, makadam/trava, nadmorska visina 1284m, nad Interlaknom, zraven vlecnice Hohwald;P;Parking
Bern;46.72750;7.62750;Kamp Thunersee Gwatt, ob jezeru, <a href=http://www.tcs.ch/de/camping-reisen/camping/campingplaetze/standorte/thunersee.php target=_blank>more info...</a>;KAMP;KAMP
Bern;46.93456;7.44631;P ZOO Bern, Tierpark Dahlholzli, odprto vse dni v letu, poleti 8-18-30, pozimi 9-17h, 10CHF;P;Parking
Bern;46.94801;7.44988;Hisa Alberta Einstajna, Old City of Berne, UNESCO Kulturna dediscina;Z;Unesco
Bern;46.94846;7.44748;Kindlifresser, kip moskega, ki pozira otroka;Z;Zanimivo
Bern;46.95095;7.46043;Botanicni vrt;Z;Zanimivo
Bern;46.96417;7.38389;Kamp Bern-Eymatt, <a href=http://www.tcs.ch/de/camping-reisen/camping/campingplaetze/standorte/bern-eymatt.php target=_blank>more info...</a>;KAMP;KAMP
Blausee;46.53247;7.66491;Blausee, modro jezero;Z;Zanimivo
Brienz;46.74978;8.08553;Freilichtmusem Ballenberg, <a href=http://www.ballenberg.ch target=_blank>more info...</a>;Z;Zanimivo
Brienz;46.75145;8.07984;P za Freilichtmusem Ballenberg;P;Parking
Brienz;46.75493;8.03657;P, 5 CHF/24 ur, asfalt, ob zelezniski. progi Brienz Rothorn Bahn;P;Parking
Brienzersee;46.71996;7.98961;P, AC pocivalisce ob jezeru Brienzersee, prometa se prakticno ne slisi;P;Parking
Brienzersee;46.75637;8.01167;Parking ob jezeru;P;Parking
Gadmen;46.69446;8.35742;Trift Bridge, 170m dolgi most za pesce, najdaljsi v alpah, 100m visoko nad jezerom Triftsee, <a href=http://www.myswitzerland.com/en/are-you-up-to-it.html target=_blank>more info...</a>;Z;Zanimivo
Gadmen;46.72083;8.31803;Vlecnica Triftbahn, izhodisce za most Trift;P;Parking
Grimsel Hospiz;46.57171;8.33202;P Grimsel Hospiz, strmo do jezu in elektrarne, muzej elektrarne brezplacen, vredno ogleda;P;Parking
Grindelwald;46.62211;8.01667;Kamp Eigernordwand, 30E, blizu Jungfraujoch, najvisje lezeca zelezniska postaja v Evropi 2320m, cene vozovnic so zasoljene, <a href=http://www.eigernordwand.ch target=_blank>more info...</a>;KAMP;KAMP
Grindelwald;46.62421;8.02021;P, pred Grindelwald Grund GGM zeleznisko postajo, mogoce mozno parkiranje;P;Parking
Grindelwald;46.62975;8.07823;Treppenaufstieg Oberer Gletscher, ledenik z 898 stopnicami in 60m viseci most preko soteske in reke Lutschine, vstopnina;Z;Zanimivo
Grindelwald;46.63194;8.07042;P, izhodisce za Treppenaufstieg Oberer Gletscher, cca 15min, vstopnina;P;Parking
Handegg;46.61194;8.30910;P v vasi Handegg, izhodisce za planinarjenje, viseci most cez sotesko, slapovi, zeleznica 106% Gelmberbahn na vrh hriba;P;Parking
Huttwil;47.11519;7.86889;PZA tovarne koles Flyer, vsa oskrba, brezplacno;PZA;PZA
Interlaken;46.67970;7.81765;Kamp Alpenblick, malo stran od jezera Thun, imajo tudi urejene PZA prostore, <a href=http://www.camping-alpenblick.ch target=_blank>more info...</a>;KAMP;KAMP
Interlaken;46.68413;7.78198;St Beatus cave, Interlaken, slapovi, votline, hise pod skalami;Z;Zanimivo
Interlaken;46.69234;7.86875;PZA pred kampom, Interlaken;PZA;PZA
Interlaken;46.71127;7.77541;Niederhorn Aussichtsplattform, zelo lep razgled na jezero, dostop z vlecnico ali pes;Z;Zanimivo
Jaunpass;46.59175;7.33827;Jaunpass, 1509m;Z;Zanimivo
Lauterbrunnen;46.57238;7.91196;Slapovi Trummelbach, 10 ledeniskih slapov v skali;Z;Zanimivo
Lauterbrunnen;46.58959;7.90554;Slap Staubbachfall, visok cca 260m;Z;Zanimivo
Lauterbrunnen;46.59240;7.90787;P, v centru Lauterbrunnena, placljivo, cca 300m do Staubbachfalla;P;Parking
Leukerbad;46.38347;7.62455;P pri spodnji postaji vlecnice za Gemmipass, izhodisce za pot Gemmiweg;Z;Zanimivo
Murren;46.55741;7.83510;Schilthorn 3825m Piz Gloria, pes ali z vlecnico iz Lauterbrunnena, prekrasni razgledi na Jungfrau in Eiger;Z;Zanimivo
Oberhofen;46.73034;7.66831;Schloss Oberhofen, lep grad ob jezeru Thunersee;Z;Zanimivo
Sandbach;46.56800;7.90960;Kamp Breithorn, <a href=http://www.campingbreithorn.ch target=_blank>more info...</a>;KAMP;KAMP
Steffisburg;46.77503;7.61574;AD trgovina Ruchti;Z;Zanimivo
Sustenhorn;46.71326;8.41632;P na koncu doline, izhodisce za Sustenhornin koco Tierberghutte, placljiva cesta, 5 frankov do sem;P;Parking
Sustenhorn;46.71736;8.42151;P, izhodisce za Sustenhorn, oziroma koco Tierberghutte, lepa dolina, ledeniki, placljiva cesta, 5 frankov do sem;P;Parking
Sustenpass;46.72948;8.44682;P na Sustenpass-u, 2262m, izhodisce za SustenHorn;P;Parking
Sustenpass;46.73089;8.42730;P, izhodisce za ledenik Steingletscher, jezero Steinsee, na cesti cez Sustenpass;P;Parking
Broc;46.60694;7.10870;Tovarna cokolade Nestle;Z;Zanimivo
Gruyeres;46.58249;7.07833;Chateau de Gruyeres, lep grad in vasica, velik parking;Z;Zanimivo
Gruyeres;46.59480;7.09203;P ob manjsem letaliscu s pogledom na Gruyeres, prenocevanje;P;Parking
Montecu;46.73710;7.19737;Caravaning Le Mont, neke vrste kmetija, <a href=http://www.campinglemont.com target=_blank>more info...</a>;KAMP;KAMP
Geneve;46.19855;6.15768;Muzej naravne zgodovine Museum of Natural History, brez vstopnine, zanimivo;Z;Zanimivo
Geneve;46.19860;6.15371;Ruska ortodoksna cerkev Eglise Russe, zanimiva;Z;Zanimivo
Geneve;46.20003;6.14878;Center starega mestnega jedra Place Bourg du Four;Z;Zanimivo
Geneve;46.20056;6.06639;Kamp du Bois de Bay;KAMP;KAMP
Geneve;46.20414;6.15090;Ura iz roz;Z;Zanimivo
Geneve;46.21174;6.13782;Nenavadna arhitektura Schtroumph Buildings;Z;Zanimivo
Geneve;46.21597;6.17631;P, zasilni, na obeh straneh, branik!;P;Parking
Geneve;46.23143;6.05397;CERN, European Organization for Nuclear Research;Z;Zanimivo
Geneve;46.24535;6.15243;P, mozno parkiranje, 6km do centra, kolesarska steza, ob marini;P;Parking
Albula;46.49833;9.84639;Rhaetian Railway in the Albula / Bernina Landscapes, UNESCO Kulturna dediscina;Z;Unesco
Albulapass;46.58249;9.83800;Albulapass, 2312m;Z;Zanimivo
Andeer;46.60580;9.42678;P pri avtobusni postaji za Juf, najvisje lezeco vas v Evropi;P;Parking
Appenzell;47.33410;9.41203;P pri Hallenbad, mozno spanje;P;Parking
Bernina;46.41054;10.02174;P, makadam, dovoljeno prenociti;P;Parking
Bivio;46.46290;9.65544;PZA Tua, 18E, odprto nonstop, <a href=http://www.campercontact.com/en/switzerland/graubunden--grigioni/bivio/1088/stellplatz-tua target=_blank>more info</a>;PZA;PZA
Bivio;46.46341;9.65605;PZA Bivio 10E, sanitarna;PZA;PZA
Bonaduz;46.81294;9.37918;P, ob cesti, mirno, piknik prostor, spanje;P;Parking
Breil-Brigels;46.77104;9.06770;PZA Talstation, 25E, ob jezeru Lag da Breil, <a href=http://www.campercontact.com/en/switzerland/graubunden--grigioni/breil-brigels/21885/talstation-bergbahnen-bwa-ag target=_blank>more info</a>;PZA;PZA
Chur;46.84703;9.52537;P Chur pri spodnji postaji zicnice, najstarejse svicarsko mesto, ozke mestne ulice, katedrala;P;Parking
Chur;46.86185;9.50756;Kamp CampAu, 32 CHF, mozen PZA, <a href=http://www.camping-chur.ch target=_blank>more info...</a>;KAMP;KAMP
Davos;46.74403;9.77908;Kamp Glaris Davos;KAMP;KAMP
Davos;46.79053;9.82301;P Jakobshorn Davos;P;Parking
Fluelapass;46.77920;9.93082;P ob cesti, na 2054 m;P;Parking
Graubuden;46.77900;10.26167;Tarasp Castle Schloss Tarasp, lep grad;Z;Zanimivo
Juf;46.44482;9.57966;Najvisje lezeca vas v Evropi 2126m, dostopna samo preko javnega avtobusnega prevoza iz kraja Andeer;Z;Zanimivo
Julierpass;46.47204;9.72731;Prelaz Julier 2284;P-Z;Parking
Klosters Dorf;46.88470;9.87660;P Klosters Dorf;P;Parking
Landwasser;46.67562;9.67112;Mesto, od koder se vidi Landwasser Viaduct, 65m visok na sestih obokih, zelezniski most, pod Unesco zascito;Z;Zanimivo
Livigno;46.44123;10.05611;Prelaz Forcola 2315;P-Z;Parking
Maienfeld;47.01725;9.54337;P, pod hotelom Heidihof;P;Parking
Maloja;46.39430;9.69324;P, table za prepoved po celi dolini;P;Parking
Malojapass;46.39996;9.69582;Malojapass, 1815m;Z;Zanimivo
Marmorera;46.48968;9.64243;Jezero Marmorera, mozno spanje ob jezeru;Z;Zanimivo
Mesocco;46.49608;9.17068;Prelaz Passo del San Bernardino 2065m;Z;Zanimivo
Mustair;46.62945;10.44765;Benedictine Convent of St John at Mustair, UNESCO Kulturna dediscina;Z;Unesco
Oberalp;46.65047;8.66620;Izvir reke Ren;Z;Zanimivo
Oberalp;46.65912;8.67127;prelaz Oberalp Toma See, jezero, planinarjenje, spanje;P;Parking
Pontresina;46.49060;9.89749;P 6E/24 ur, prepoved spanja;P;Parking
